id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,result_margin,eliminator,method,umpire1,umpire2,venue
128,2010,Mohali,2010-04-27,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,35,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
129,2010,Lucknow,2010-05-02,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,bat,runs,0,Delhi Capitals,16,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
130,2010,Kolkata,2010-03-22,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,4,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
131,2010,Ahmedabad,2010-05-01,Gujarat Titans,Mumbai Indians,Gujarat Titans,bat,wickets,0,Mumbai Indians,1,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
132,2010,Chennai,2010-05-03,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Chennai Super Kings,7,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
133,2010,Mohali,2010-05-26,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,runs,0,Punjab Kings,4,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
134,2010,Lucknow,2010-05-16,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,1,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
135,2010,Kolkata,2010-03-05,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,51,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
136,2010,Ahmedabad,2010-03-17,Gujarat Titans,Mumbai Indians,Gujarat Titans,bat,wickets,0,Mumbai Indians,8,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
137,2010,Chennai,2010-04-01,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,runs,0,Royal Challengers Bangalore,38,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
138,2010,Mohali,2010-03-17,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,runs,0,Punjab Kings,8,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
139,2010,Lucknow,2010-05-23,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,bat,runs,0,Delhi Capitals,38,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
140,2010,Kolkata,2010-03-03,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,tie,0,Kolkata Knight Riders,0,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
141,2010,Ahmedabad,2010-04-03,Gujarat Titans,Mumbai Indians,Gujarat Titans,bat,wickets,0,Mumbai Indians,1,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
142,2010,Chennai,2010-04-19,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,wickets,0,Chennai Super Kings,2,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
143,2010,Mohali,2010-04-06,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,runs,0,Punjab Kings,53,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
144,2010,Lucknow,2010-05-04,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,wickets,0,Delhi Capitals,8,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
145,2010,Kolkata,2010-03-02,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,wickets,0,Rajasthan Royals,4,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
146,2010,Ahmedabad,2010-04-09,Gujarat Titans,Mumbai Indians,Gujarat Titans,field,wickets,0,Gujarat Titans,6,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
147,2010,Chennai,2010-03-03,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,5,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
148,2010,Mohali,2010-03-26,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,wickets,0,Punjab Kings,5,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
149,2010,Lucknow,2010-05-03,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,37,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
150,2010,Kolkata,2010-03-09,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,6,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
151,2010,Ahmedabad,2010-04-17,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,wickets,0,Mumbai Indians,7,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
152,2010,Chennai,2010-05-21,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,wickets,0,Royal Challengers Bangalore,5,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
153,2010,Mohali,2010-04-21,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,runs,0,Punjab Kings,41,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
154,2010,Lucknow,2010-05-14,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,wickets,0,Delhi Capitals,3,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
155,2010,Kolkata,2010-03-12,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,2,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
156,2010,Ahmedabad,2010-05-28,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,runs,0,Gujarat Titans,37,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
157,2010,Chennai,2010-03-14,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Chennai Super Kings,2,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
158,2010,Mohali,2010-05-15,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,runs,0,Sunrisers Hyderabad,9,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
159,2010,Lucknow,2010-04-16,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,bat,wickets,0,Lucknow Super Giants,4,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
160,2010,Kolkata,2010-05-09,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,3,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
161,2010,Ahmedabad,2010-05-12,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,wickets,0,Mumbai Indians,3,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
162,2010,Chennai,2010-03-16,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,runs,0,Chennai Super Kings,66,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
163,2010,Mohali,2010-05-11,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,runs,0,Punjab Kings,1,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
164,2010,Lucknow,2010-05-02,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,48,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
165,2010,Kolkata,2010-04-11,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,wickets,0,Rajasthan Royals,3,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
166,2010,Ahmedabad,2010-03-17,Gujarat Titans,Mumbai Indians,Mumbai Indians,bat,wickets,0,Gujarat Titans,3,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
167,2010,Chennai,2010-04-03,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,34,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
168,2010,Mohali,2010-05-21,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,wickets,0,Punjab Kings,3,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
169,2010,Lucknow,2010-05-16,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,wickets,0,Delhi Capitals,3,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
170,2010,Kolkata,2010-04-27,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,3,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
171,2010,Ahmedabad,2010-03-06,Gujarat Titans,Mumbai Indians,Gujarat Titans,field,wickets,0,Gujarat Titans,2,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
172,2010,Chennai,2010-04-09,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,tie,0,Chennai Super Kings,0,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
173,2010,Mohali,2010-04-09,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,runs,0,Sunrisers Hyderabad,6,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
174,2010,Lucknow,2010-04-19,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,field,runs,0,Delhi Capitals,31,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
175,2010,Kolkata,2010-04-11,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,runs,0,Kolkata Knight Riders,54,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
176,2011,Kolkata,2011-05-10,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,36,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
177,2011,Bangalore,2011-04-06,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,field,runs,0,Royal Challengers Bangalore,2,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
178,2011,Hyderabad,2011-03-19,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,4,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
179,2011,Mumbai,2011-05-23,Mumbai Indians,Punjab Kings,Mumbai Indians,field,runs,0,Punjab Kings,8,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
180,2011,Chennai,2011-03-18,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,wickets,0,Chennai Super Kings,5,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
181,2011,Kolkata,2011-04-21,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,bat,wickets,0,Kolkata Knight Riders,5,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
182,2011,Bangalore,2011-04-23,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,54,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
183,2011,Hyderabad,2011-05-06,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,wickets,0,Rajasthan Royals,7,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
184,2011,Mumbai,2011-03-07,Mumbai Indians,Punjab Kings,Mumbai Indians,field,runs,0,Punjab Kings,4,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
185,2011,Chennai,2011-04-21,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,runs,0,Delhi Capitals,6,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
186,2011,Kolkata,2011-04-26,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,3,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
187,2011,Bangalore,2011-03-03,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,7,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
188,2011,Hyderabad,2011-03-01,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,5,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
189,2011,Mumbai,2011-03-23,Mumbai Indians,Punjab Kings,Punjab Kings,field,runs,0,Mumbai Indians,55,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
190,2011,Chennai,2011-05-09,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,wickets,0,Chennai Super Kings,4,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
191,2011,Kolkata,2011-05-21,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,7,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
192,2011,Bangalore,2011-03-17,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,field,wickets,0,Gujarat Titans,1,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
193,2011,Hyderabad,2011-03-13,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,16,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
194,2011,Mumbai,2011-03-14,Mumbai Indians,Punjab Kings,Punjab Kings,bat,wickets,0,Mumbai Indians,2,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
195,2011,Chennai,2011-05-26,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,wickets,0,Delhi Capitals,3,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
196,2011,Kolkata,2011-03-15,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,bat,wickets,0,Kolkata Knight Riders,8,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
197,2011,Bangalore,2011-04-15,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,bat,wickets,0,Royal Challengers Bangalore,4,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
198,2011,Hyderabad,2011-05-08,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,9,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
199,2011,Mumbai,2011-03-20,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,wickets,0,Punjab Kings,1,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
200,2011,Chennai,2011-04-10,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,runs,0,Delhi Capitals,23,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
201,2011,Kolkata,2011-05-04,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,7,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
202,2011,Bangalore,2011-03-21,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,bat,wickets,0,Gujarat Titans,9,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
203,2011,Hyderabad,2011-05-01,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,wickets,0,Rajasthan Royals,5,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
204,2011,Mumbai,2011-04-10,Mumbai Indians,Punjab Kings,Punjab Kings,field,runs,0,Mumbai Indians,24,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
205,2011,Chennai,2011-05-04,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,runs,0,Chennai Super Kings,10,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
206,2011,Kolkata,2011-05-16,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,2,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
207,2011,Bangalore,2011-05-09,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,field,wickets,0,Gujarat Titans,1,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
208,2011,Hyderabad,2011-03-05,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,runs,0,Sunrisers Hyderabad,21,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
209,2011,Mumbai,2011-04-01,Mumbai Indians,Punjab Kings,Mumbai Indians,field,runs,0,Punjab Kings,22,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
210,2011,Chennai,2011-05-14,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,runs,0,Delhi Capitals,30,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
211,2011,Kolkata,2011-04-07,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,6,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
212,2011,Bangalore,2011-03-07,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,bat,wickets,0,Royal Challengers Bangalore,5,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
213,2011,Hyderabad,2011-05-18,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,9,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
214,2011,Mumbai,2011-04-25,Mumbai Indians,Punjab Kings,Mumbai Indians,field,runs,0,Punjab Kings,13,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
215,2011,Chennai,2011-03-11,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,wickets,0,Delhi Capitals,7,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
216,2011,Kolkata,2011-04-18,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,runs,0,Lucknow Super Giants,20,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
217,2011,Bangalore,2011-04-08,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,field,runs,0,Gujarat Titans,3,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
218,2011,Hyderabad,2011-05-28,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,34,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
219,2011,Mumbai,2011-04-19,Mumbai Indians,Punjab Kings,Mumbai Indians,field,runs,0,Punjab Kings,9,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
220,2011,Chennai,2011-03-01,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,wickets,0,Delhi Capitals,7,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
221,2011,Kolkata,2011-05-27,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,19,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
222,2011,Bangalore,2011-03-05,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,field,runs,0,Gujarat Titans,55,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
223,2011,Hyderabad,2011-05-23,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,8,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
224,2011,Mumbai,2011-03-01,Mumbai Indians,Punjab Kings,Punjab Kings,bat,runs,0,Punjab Kings,18,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
225,2011,Chennai,2011-05-02,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,wickets,0,Chennai Super Kings,2,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
226,2011,Kolkata,2011-04-10,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,52,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
227,2011,Bangalore,2011-03-21,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,field,runs,0,Gujarat Titans,42,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
228,2011,Hyderabad,2011-04-04,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,1,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
229,2011,Mumbai,2011-05-09,Mumbai Indians,Punjab Kings,Punjab Kings,field,wickets,0,Punjab Kings,5,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
230,2011,Chennai,2011-03-07,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,wickets,0,Delhi Capitals,7,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
231,2011,Kolkata,2011-04-01,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,6,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
232,2011,Bangalore,2011-03-19,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,11,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
233,2011,Hyderabad,2011-04-04,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,8,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
234,2011,Mumbai,2011-05-21,Mumbai Indians,Punjab Kings,Punjab Kings,bat,wickets,0,Mumbai Indians,4,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
235,2011,Chennai,2011-03-04,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,wickets,0,Chennai Super Kings,4,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
236,2011,Kolkata,2011-05-20,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,bat,wickets,0,Lucknow Super Giants,4,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
237,2011,Bangalore,2011-03-11,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,bat,wickets,0,Gujarat Titans,2,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
238,2011,Hyderabad,2011-04-10,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,runs,0,Sunrisers Hyderabad,30,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
239,2011,Mumbai,2011-05-09,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,wickets,0,Punjab Kings,7,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
240,2011,Chennai,2011-04-08,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,wickets,0,Delhi Capitals,7,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
241,2011,Kolkata,2011-04-16,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,4,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
242,2011,Bangalore,2011-05-22,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,field,runs,0,Royal Challengers Bangalore,12,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
243,2011,Hyderabad,2011-03-23,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Sunrisers Hyderabad,2,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
244,2011,Mumbai,2011-03-07,Mumbai Indians,Punjab Kings,Punjab Kings,bat,wickets,0,Mumbai Indians,5,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
245,2011,Chennai,2011-03-17,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,wickets,0,Delhi Capitals,4,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
246,2011,Kolkata,2011-05-06,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,bat,wickets,0,Kolkata Knight Riders,5,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
247,2011,Bangalore,2011-05-08,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,field,runs,0,Gujarat Titans,2,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
248,2011,Hyderabad,2011-03-09,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,30,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
249,2011,Mumbai,2011-04-23,Mumbai Indians,Punjab Kings,Punjab Kings,bat,wickets,0,Mumbai Indians,3,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
250,2012,Chennai,2012-05-08,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,runs,0,Royal Challengers Bangalore,69,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
251,2012,Hyderabad,2012-03-24,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,bat,wickets,0,Gujarat Titans,1,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
252,2012,Mohali,2012-05-02,Punjab Kings,Mumbai Indians,Punjab Kings,bat,runs,0,Punjab Kings,24,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
